Egg,Larva,Pupa,Fertile Male Adult,Fertile Female Adult,Sterile Male Adult,Sterile Female Adult,Mated Female Adult,Time
1412.0,2596.0,318.0,0.0,379.0,1776.0,4610.0,0.0,0
1412.0,2596.0,318.0,0.0,379.0,1776.0,4610.0,0.0,1
1249.0,2550.0,308.0,0.0,292.0,4389.0,4550.0,0.0,2
1072.0,2521.0,300.0,0.0,242.0,4061.0,4454.0,0.0,3
0.0,3378.0,290.0,0.0,178.0,3681.0,4356.0,0.0,4
0.0,3322.0,140.0,143.0,132.0,3402.0,4234.0,3.0,5
81.0,3276.0,0.0,274.0,103.0,3121.0,4155.0,5.0,6
196.0,3226.0,0.0,268.0,90.0,2867.0,4094.0,9.0,7
375.0,3181.0,0.0,280.0,80.0,2591.0,3975.0,9.0,8
492.0,3189.0,0.0,258.0,68.0,5041.0,3865.0,10.0,9
602.0,3221.0,0.0,248.0,47.0,4578.0,3728.0,9.0,10
629.0,2201.0,1110.0,231.0,36.0,4074.0,3609.0,9.0,11
648.0,390.0,1914.0,1024.0,26.0,3552.0,3505.0,9.0,12
638.0,550.0,0.0,1905.0,229.0,3135.0,3352.0,28.0,13
938.0,694.0,0.0,1577.0,160.0,2687.0,3198.0,42.0,14
1038.0,842.0,0.0,1499.0,117.0,2236.0,2975.0,56.0,15
1032.0,981.0,0.0,1389.0,93.0,4634.0,2847.0,54.0,16
1020.0,1288.0,44.0,1307.0,82.0,4096.0,2681.0,73.0,17
1033.0,1436.0,66.0,1270.0,65.0,3592.0,2487.0,77.0,18
1038.0,1471.0,108.0,1231.0,70.0,3091.0,2373.0,78.0,19
1037.0,1632.0,126.0,1197.0,75.0,2688.0,2192.0,84.0,20
1038.0,1706.0,154.0,1120.0,84.0,2302.0,1989.0,87.0,21
1037.0,1757.0,127.0,1066.0,90.0,1902.0,1887.0,93.0,22
1037.0,1880.0,137.0,961.0,111.0,4246.0,1710.0,90.0,23
1025.0,1980.0,134.0,982.0,126.0,3768.0,1549.0,89.0,24
1029.0,1828.0,329.0,902.0,133.0,3305.0,1467.0,93.0,25
978.0,1893.0,198.0,982.0,152.0,2852.0,1312.0,110.0,26
1031.0,1977.0,145.0,971.0,180.0,2435.0,1179.0,113.0,27
1038.0,1876.0,268.0,997.0,176.0,2041.0,1102.0,114.0,28
1037.0,1869.0,225.0,997.0,192.0,1724.0,1042.0,124.0,29
1038.0,1936.0,197.0,947.0,212.0,4121.0,979.0,131.0,30
1037.0,1885.0,255.0,916.0,207.0,3598.0,857.0,137.0,31
1037.0,1866.0,233.0,982.0,226.0,3144.0,762.0,132.0,32
1038.0,1907.0,203.0,1002.0,237.0,2693.0,749.0,144.0,33
1017.0,1882.0,251.0,1014.0,230.0,2350.0,675.0,151.0,34
1031.0,1856.0,220.0,1006.0,260.0,2012.0,597.0,183.0,35
1022.0,1879.0,186.0,1002.0,245.0,1736.0,556.0,194.0,36
1037.0,1860.0,215.0,997.0,245.0,4166.0,544.0,193.0,37
1038.0,1846.0,248.0,1065.0,232.0,3681.0,561.0,216.0,38
1038.0,1858.0,210.0,1091.0,220.0,3218.0,544.0,226.0,39
1038.0,1876.0,201.0,1078.0,227.0,2821.0,507.0,220.0,40
1037.0,1875.0,239.0,1045.0,237.0,2380.0,491.0,211.0,41
1038.0,1870.0,217.0,1037.0,262.0,2064.0,460.0,218.0,42
1038.0,1897.0,202.0,1065.0,238.0,1734.0,452.0,228.0,43
1038.0,1911.0,205.0,1071.0,242.0,4156.0,459.0,238.0,44
1037.0,1938.0,208.0,1048.0,225.0,3647.0,457.0,242.0,45
1038.0,1934.0,221.0,1058.0,221.0,3307.0,467.0,233.0,46
1037.0,1962.0,219.0,1096.0,216.0,2845.0,449.0,245.0,47
1038.0,1950.0,235.0,1114.0,226.0,2444.0,435.0,246.0,48
1038.0,1927.0,232.0,1127.0,231.0,2093.0,396.0,238.0,49
1038.0,1913.0,226.0,1131.0,236.0,1755.0,384.0,257.0,50
1038.0,1930.0,220.0,1149.0,235.0,4162.0,394.0,255.0,51
1037.0,1922.0,217.0,1175.0,225.0,3666.0,376.0,257.0,52
1038.0,1899.0,242.0,1167.0,219.0,3262.0,366.0,272.0,53
1037.0,1932.0,214.0,1130.0,225.0,2822.0,362.0,286.0,54
1037.0,1934.0,214.0,1119.0,236.0,2421.0,382.0,276.0,55
1023.0,1879.0,232.0,1120.0,241.0,1979.0,362.0,264.0,56
1020.0,1877.0,227.0,1130.0,246.0,1648.0,326.0,272.0,57
1033.0,1883.0,219.0,1156.0,225.0,4113.0,350.0,273.0,58
1038.0,1846.0,242.0,1125.0,228.0,3677.0,337.0,267.0,59
1037.0,1871.0,206.0,1132.0,233.0,3199.0,342.0,277.0,60
