Egg,Larva,Pupa,Fertile Male Adult,Fertile Female Adult,Sterile Male Adult,Sterile Female Adult,Mated Female Adult,Time
1154.0,2086.0,230.0,0.0,225.0,1200.0,3154.0,0.0,0
1154.0,2086.0,230.0,0.0,225.0,1200.0,3154.0,0.0,1
1017.0,2044.0,221.0,0.0,200.0,3977.0,3338.0,0.0,2
887.0,2012.0,216.0,0.0,182.0,3741.0,3529.0,0.0,3
0.0,2735.0,211.0,0.0,150.0,3511.0,3631.0,0.0,4
0.0,2671.0,102.0,115.0,126.0,3261.0,3671.0,2.0,5
52.0,2637.0,0.0,226.0,112.0,2924.0,3657.0,5.0,6
177.0,2607.0,0.0,215.0,93.0,2670.0,3588.0,7.0,7
340.0,2570.0,0.0,235.0,77.0,2437.0,3587.0,5.0,8
404.0,2579.0,0.0,226.0,52.0,4874.0,3489.0,7.0,9
432.0,2615.0,0.0,221.0,44.0,4289.0,3386.0,10.0,10
523.0,1789.0,901.0,238.0,33.0,3832.0,3315.0,9.0,11
601.0,296.0,1545.0,899.0,34.0,3363.0,3156.0,8.0,12
614.0,400.0,0.0,1630.0,229.0,2963.0,3063.0,29.0,13
1019.0,556.0,0.0,1418.0,164.0,2579.0,2987.0,43.0,14
1369.0,701.0,0.0,1385.0,150.0,2248.0,2799.0,58.0,15
1369.0,813.0,0.0,1320.0,117.0,4564.0,2704.0,68.0,16
1368.0,1193.0,28.0,1249.0,83.0,4053.0,2627.0,70.0,17
1367.0,1520.0,65.0,1186.0,73.0,3566.0,2414.0,72.0,18
1368.0,1583.0,95.0,1122.0,75.0,3077.0,2245.0,75.0,19
1369.0,1892.0,70.0,1043.0,78.0,2584.0,2140.0,77.0,20
1353.0,2157.0,91.0,971.0,86.0,2225.0,1995.0,77.0,21
1368.0,2188.0,149.0,941.0,89.0,1925.0,1820.0,72.0,22
1368.0,2423.0,131.0,933.0,99.0,4284.0,1711.0,78.0,23
1347.0,2636.0,116.0,904.0,106.0,3747.0,1517.0,74.0,24
1353.0,2501.0,370.0,849.0,107.0,3213.0,1408.0,78.0,25
1355.0,2452.0,365.0,940.0,178.0,2772.0,1282.0,93.0,26
1369.0,2602.0,169.0,992.0,202.0,2299.0,1139.0,99.0,27
1369.0,2504.0,351.0,942.0,192.0,2035.0,1064.0,101.0,28
1365.0,2456.0,335.0,1004.0,246.0,1730.0,960.0,124.0,29
1368.0,2553.0,203.0,1028.0,265.0,4009.0,869.0,118.0,30
1365.0,2451.0,350.0,992.0,229.0,3537.0,839.0,126.0,31
1368.0,2432.0,327.0,972.0,257.0,3163.0,801.0,134.0,32
1366.0,2508.0,243.0,1022.0,253.0,2705.0,720.0,140.0,33
1368.0,2448.0,309.0,1013.0,238.0,2339.0,664.0,146.0,34
1364.0,2470.0,300.0,1023.0,268.0,2006.0,632.0,176.0,35
1367.0,2515.0,256.0,1041.0,272.0,1670.0,579.0,190.0,36
1369.0,2477.0,289.0,1078.0,269.0,3987.0,563.0,177.0,37
1356.0,2475.0,310.0,1062.0,278.0,3475.0,522.0,200.0,38
1368.0,2510.0,258.0,1101.0,298.0,3103.0,511.0,214.0,39
1368.0,2473.0,300.0,1109.0,293.0,2697.0,492.0,222.0,40
1349.0,2460.0,314.0,1099.0,295.0,2330.0,480.0,209.0,41
1356.0,2517.0,253.0,1071.0,289.0,2014.0,457.0,219.0,42
1356.0,2459.0,318.0,1036.0,303.0,1710.0,437.0,226.0,43
1368.0,2453.0,302.0,1125.0,290.0,4119.0,427.0,230.0,44
1365.0,2503.0,250.0,1159.0,277.0,3516.0,413.0,223.0,45
1368.0,2457.0,307.0,1163.0,284.0,3052.0,373.0,228.0,46
1368.0,2442.0,295.0,1151.0,308.0,2692.0,346.0,256.0,47
1368.0,2478.0,272.0,1155.0,313.0,2278.0,346.0,247.0,48
1367.0,2456.0,288.0,1144.0,292.0,1921.0,337.0,228.0,49
1367.0,2470.0,290.0,1103.0,270.0,1661.0,355.0,237.0,50
1367.0,2488.0,281.0,1144.0,281.0,4162.0,354.0,225.0,51
1369.0,2466.0,295.0,1102.0,256.0,3690.0,348.0,247.0,52
1368.0,2454.0,305.0,1108.0,256.0,3251.0,351.0,271.0,53
1368.0,2480.0,273.0,1075.0,246.0,2763.0,364.0,270.0,54
1368.0,2490.0,274.0,1101.0,262.0,2375.0,352.0,263.0,55
1369.0,2491.0,304.0,1119.0,248.0,2034.0,359.0,265.0,56
1368.0,2496.0,280.0,1130.0,262.0,1711.0,369.0,266.0,57
1368.0,2502.0,291.0,1105.0,275.0,4076.0,373.0,263.0,58
1369.0,2487.0,315.0,1101.0,280.0,3642.0,380.0,240.0,59
1368.0,2489.0,265.0,1134.0,282.0,3153.0,382.0,240.0,60
