Egg,Larva,Pupa,Fertile Male Adult,Fertile Female Adult,Sterile Male Adult,Sterile Female Adult,Mated Female Adult,Time
1898.0,3486.0,412.0,0.0,263.0,1313.0,3310.0,0.0,0
1898.0,3486.0,412.0,0.0,263.0,1313.0,3310.0,0.0,1
1709.0,3427.0,399.0,0.0,252.0,4197.0,3717.0,0.0,2
1491.0,3368.0,395.0,0.0,232.0,4194.0,3980.0,0.0,3
0.0,4593.0,380.0,0.0,205.0,4065.0,4219.0,0.0,4
0.0,4495.0,181.0,180.0,180.0,3829.0,4410.0,2.0,5
52.0,4425.0,0.0,341.0,144.0,3573.0,4428.0,7.0,6
242.0,4363.0,0.0,313.0,120.0,3309.0,4509.0,13.0,7
558.0,4294.0,0.0,294.0,92.0,3080.0,4475.0,16.0,8
868.0,4268.0,0.0,281.0,80.0,5525.0,4411.0,18.0,9
1055.0,4343.0,0.0,269.0,66.0,5083.0,4318.0,19.0,10
1135.0,2988.0,1505.0,275.0,56.0,4517.0,4194.0,18.0,11
1115.0,621.0,2582.0,1260.0,43.0,4012.0,4005.0,24.0,12
1158.0,898.0,0.0,2442.0,379.0,3623.0,3910.0,49.0,13
1158.0,1172.0,0.0,2023.0,262.0,3152.0,3718.0,60.0,14
1158.0,1406.0,0.0,1878.0,208.0,2726.0,3469.0,84.0,15
1158.0,1682.0,0.0,1743.0,172.0,5161.0,3397.0,90.0,16
1158.0,1903.0,29.0,1620.0,132.0,4717.0,3218.0,94.0,17
1158.0,2011.0,111.0,1505.0,103.0,4256.0,2989.0,93.0,18
1143.0,2101.0,186.0,1423.0,92.0,3741.0,2823.0,92.0,19
1158.0,2141.0,236.0,1432.0,118.0,3242.0,2647.0,96.0,20
1159.0,2112.0,253.0,1394.0,137.0,2772.0,2421.0,105.0,21
1158.0,2108.0,251.0,1294.0,172.0,2376.0,2207.0,118.0,22
1158.0,2148.0,219.0,1273.0,184.0,4796.0,2045.0,114.0,23
1158.0,2136.0,247.0,1233.0,175.0,4171.0,1852.0,118.0,24
1158.0,2135.0,250.0,1231.0,194.0,3688.0,1747.0,116.0,25
1155.0,2172.0,225.0,1226.0,235.0,3309.0,1588.0,117.0,26
1146.0,2091.0,277.0,1211.0,260.0,2893.0,1461.0,126.0,27
1154.0,2093.0,259.0,1187.0,272.0,2556.0,1334.0,146.0,28
1127.0,2141.0,228.0,1177.0,266.0,2153.0,1224.0,160.0,29
1158.0,2106.0,246.0,1182.0,279.0,4636.0,1096.0,172.0,30
1158.0,2080.0,267.0,1149.0,311.0,4105.0,1070.0,160.0,31
1158.0,2094.0,231.0,1195.0,301.0,3716.0,974.0,184.0,32
1158.0,2087.0,247.0,1194.0,313.0,3296.0,865.0,199.0,33
1158.0,2108.0,259.0,1214.0,301.0,2881.0,804.0,180.0,34
1158.0,2134.0,215.0,1206.0,342.0,2471.0,723.0,183.0,35
1158.0,2107.0,264.0,1234.0,326.0,2052.0,682.0,203.0,36
1158.0,2091.0,264.0,1232.0,339.0,4555.0,622.0,203.0,37
1158.0,2105.0,220.0,1268.0,308.0,4186.0,593.0,227.0,38
1156.0,2093.0,235.0,1258.0,308.0,3696.0,573.0,234.0,39
1159.0,2102.0,243.0,1185.0,314.0,3249.0,552.0,250.0,40
1158.0,2081.0,245.0,1223.0,300.0,2860.0,512.0,264.0,41
1157.0,2085.0,259.0,1294.0,294.0,2441.0,476.0,250.0,42
1153.0,2124.0,240.0,1294.0,322.0,2076.0,473.0,262.0,43
1157.0,2100.0,241.0,1297.0,296.0,4616.0,446.0,235.0,44
1158.0,2100.0,266.0,1240.0,300.0,4122.0,445.0,242.0,45
1158.0,2167.0,224.0,1233.0,303.0,3675.0,455.0,248.0,46
1159.0,2161.0,227.0,1232.0,280.0,3229.0,454.0,249.0,47
1158.0,2159.0,268.0,1267.0,286.0,2804.0,458.0,262.0,48
1158.0,2180.0,238.0,1312.0,310.0,2386.0,450.0,287.0,49
1158.0,2142.0,262.0,1319.0,310.0,2018.0,438.0,295.0,50
1152.0,2129.0,276.0,1335.0,318.0,4548.0,447.0,287.0,51
1156.0,2189.0,217.0,1338.0,337.0,4090.0,431.0,285.0,52
1154.0,2154.0,263.0,1366.0,330.0,3660.0,421.0,285.0,53
1158.0,2143.0,272.0,1360.0,337.0,3256.0,434.0,296.0,54
1158.0,2194.0,236.0,1322.0,326.0,2811.0,426.0,286.0,55
1158.0,2154.0,252.0,1320.0,333.0,2454.0,424.0,303.0,56
1158.0,2131.0,268.0,1288.0,322.0,2118.0,419.0,298.0,57
1158.0,2153.0,230.0,1280.0,317.0,4594.0,432.0,274.0,58
1158.0,2135.0,261.0,1251.0,312.0,4109.0,439.0,263.0,59
1158.0,2094.0,286.0,1252.0,318.0,3637.0,457.0,271.0,60
