Egg,Larva,Pupa,Fertile Male Adult,Fertile Female Adult,Sterile Male Adult,Sterile Female Adult,Mated Female Adult,Time
1882.0,3478.0,410.0,0.0,473.0,1949.0,4818.0,0.0,0
1882.0,3478.0,410.0,0.0,473.0,1949.0,4818.0,0.0,1
1673.0,3410.0,399.0,0.0,352.0,4458.0,4687.0,0.0,2
1466.0,3357.0,387.0,0.0,266.0,4213.0,4484.0,0.0,3
0.0,4557.0,373.0,0.0,195.0,3796.0,4305.0,0.0,4
0.0,4436.0,177.0,167.0,156.0,3499.0,4145.0,0.0,5
0.0,4378.0,0.0,308.0,123.0,3188.0,4096.0,6.0,6
159.0,4324.0,0.0,291.0,105.0,2857.0,3984.0,11.0,7
439.0,4255.0,0.0,281.0,84.0,2559.0,3812.0,15.0,8
764.0,4195.0,0.0,261.0,60.0,4896.0,3705.0,15.0,9
886.0,4232.0,0.0,260.0,49.0,4426.0,3631.0,14.0,10
920.0,2858.0,1511.0,242.0,35.0,3993.0,3469.0,16.0,11
942.0,544.0,2525.0,1216.0,24.0,3533.0,3336.0,10.0,12
919.0,713.0,0.0,2283.0,303.0,3042.0,3221.0,46.0,13
1185.0,943.0,0.0,1765.0,208.0,2608.0,3079.0,72.0,14
1185.0,1185.0,0.0,1628.0,149.0,2273.0,2937.0,77.0,15
1185.0,1337.0,0.0,1499.0,117.0,4714.0,2758.0,75.0,16
1186.0,1724.0,0.0,1374.0,89.0,4089.0,2593.0,84.0,17
1186.0,1899.0,82.0,1279.0,77.0,3569.0,2455.0,86.0,18
1186.0,1893.0,169.0,1212.0,72.0,3142.0,2317.0,80.0,19
1164.0,1975.0,216.0,1178.0,79.0,2733.0,2155.0,88.0,20
1185.0,2055.0,160.0,1150.0,87.0,2323.0,1958.0,92.0,21
1171.0,2044.0,215.0,1086.0,110.0,1944.0,1790.0,102.0,22
1183.0,2100.0,230.0,1033.0,130.0,4280.0,1669.0,90.0,23
1173.0,2213.0,157.0,997.0,151.0,3757.0,1549.0,77.0,24
1185.0,2047.0,344.0,976.0,135.0,3277.0,1453.0,67.0,25
1185.0,2103.0,249.0,1051.0,186.0,2852.0,1367.0,87.0,26
1185.0,2168.0,181.0,1033.0,197.0,2423.0,1220.0,99.0,27
1185.0,2098.0,286.0,1010.0,207.0,2101.0,1108.0,111.0,28
1185.0,2127.0,235.0,1042.0,213.0,1728.0,1012.0,126.0,29
1185.0,2194.0,210.0,997.0,212.0,4089.0,893.0,129.0,30
1185.0,2139.0,275.0,974.0,210.0,3710.0,862.0,123.0,31
1185.0,2140.0,266.0,978.0,219.0,3225.0,779.0,125.0,32
1185.0,2198.0,198.0,988.0,239.0,2797.0,718.0,126.0,33
1186.0,2111.0,299.0,986.0,237.0,2412.0,659.0,145.0,34
1186.0,2125.0,248.0,1024.0,249.0,2036.0,615.0,171.0,35
1186.0,2161.0,220.0,1030.0,225.0,1771.0,576.0,182.0,36
1185.0,2138.0,263.0,1041.0,234.0,4138.0,572.0,191.0,37
1172.0,2146.0,281.0,1070.0,246.0,3616.0,521.0,180.0,38
1170.0,2192.0,218.0,1078.0,253.0,3206.0,466.0,164.0,39
1185.0,2155.0,263.0,1094.0,239.0,2815.0,460.0,182.0,40
1185.0,2177.0,264.0,1115.0,274.0,2395.0,442.0,197.0,41
1185.0,2218.0,218.0,1097.0,278.0,2063.0,423.0,219.0,42
1185.0,2211.0,256.0,1109.0,261.0,1747.0,395.0,239.0,43
1186.0,2222.0,262.0,1109.0,274.0,4081.0,384.0,237.0,44
1186.0,2235.0,231.0,1113.0,283.0,3627.0,371.0,235.0,45
1171.0,2204.0,281.0,1131.0,253.0,3156.0,383.0,216.0,46
1169.0,2177.0,273.0,1141.0,292.0,2758.0,381.0,202.0,47
1174.0,2194.0,231.0,1092.0,272.0,2391.0,383.0,243.0,48
1186.0,2153.0,269.0,1065.0,257.0,2049.0,395.0,253.0,49
1186.0,2139.0,250.0,1070.0,252.0,1726.0,385.0,278.0,50
1186.0,2146.0,258.0,1074.0,239.0,4069.0,396.0,256.0,51
1185.0,2132.0,263.0,1122.0,257.0,3538.0,386.0,258.0,52
1185.0,2125.0,254.0,1143.0,234.0,3097.0,392.0,240.0,53
1186.0,2149.0,245.0,1150.0,240.0,2693.0,390.0,245.0,54
1185.0,2143.0,254.0,1152.0,228.0,2273.0,385.0,253.0,55
1185.0,2134.0,250.0,1123.0,230.0,1971.0,394.0,253.0,56
1174.0,2133.0,239.0,1109.0,238.0,1729.0,372.0,257.0,57
1185.0,2142.0,234.0,1104.0,247.0,4099.0,350.0,248.0,58
1186.0,2146.0,265.0,1096.0,250.0,3547.0,367.0,251.0,59
1185.0,2150.0,243.0,1106.0,232.0,3192.0,0,0,60
